DestinationID,Name,State,Type,Popularity,BestTimeToVisit
759,Bakkhali Beach,West Bengal,Beach,9.1814,Mar-Jun
760,Henry's Island,West Bengal,Nature,8.8644,Jul-Sep
761,Gangasagar (Sagar Island),West Bengal,Religious,6.9469,Oct-Mar
762,Mayapur ISKCON Temple,West Bengal,Religious,7.4288,Oct-Mar
763,Nabadwip Temples,West Bengal,Religious,7.2384,Oct-Mar
764,Bethuadahari Wildlife Sanctuary,West Bengal,Wildlife,8.73,Nov-Feb
765,Batasia Loop,West Bengal,Historical,6.5913,Oct-Mar
766,Tiger Hill Sunrise,West Bengal,Nature,8.206,Jul-Sep
767,Peace Pagoda Darjeeling,West Bengal,Religious,8.7857,Oct-Mar
768,Himalayan Mountaineering Institute,West Bengal,Education,9.1298,Oct-Mar
769,Padmaja Naidu Zoo,West Bengal,Wildlife,7.5202,Nov-Feb
770,Happy Valley Tea Estate,West Bengal,Nature,8.9627,Jul-Sep
771,Mirik Lake (Sumendu Lake),West Bengal,Leisure,6.8234,Oct-Mar
772,Pashupati Market,West Bengal,Shopping,9.0386,Oct-Mar
773,Sandakphu Trek,West Bengal,Adventure,6.8741,Apr-Jun
774,Singalila National Park,West Bengal,Wildlife,7.6864,Nov-Feb
775,Kalimpong Pine View Nursery,West Bengal,Nature,8.8906,Jul-Sep
776,Durpin Monastery,West Bengal,Religious,6.9416,Oct-Mar
777,Morgan House,West Bengal,Historical,7.1805,Oct-Mar
778,Deolo Hill,West Bengal,Nature,8.6647,Jul-Sep
779,Lava Monastery,West Bengal,Religious,8.658,Oct-Mar
780,Neora Valley National Park,West Bengal,Wildlife,8.4205,Nov-Feb
781,Gorumara National Park,West Bengal,Wildlife,8.5795,Nov-Feb
782,Jaldapara National Park,West Bengal,Wildlife,8.1242,Nov-Feb
783,Buxa Fort,West Bengal,Historical,7.2484,Oct-Mar
784,Jayanti River Bed,West Bengal,Nature,7.531,Jul-Sep
785,Chilapata Forest,West Bengal,Wildlife,7.037,Nov-Feb
786,Bindu Dam,West Bengal,Nature,9.2252,Jul-Sep
787,Udayagiri and Khandagiri Caves,Odisha,Historical,8.2466,Oct-Mar
788,Lingaraja Temple,Odisha,Religious,7.6971,Oct-Mar
789,Nandankanan Zoological Park,Odisha,Wildlife,7.8812,Nov-Feb
790,Dhauli Shanti Stupa,Odisha,Religious,9.3421,Oct-Mar
791,Odisha State Museum,Odisha,Education,6.952,Oct-Mar
792,Kala Bhoomi Crafts Museum,Odisha,Culture,8.2552,Oct-Mar
793,Mukteswara Temple,Odisha,Religious,8.0133,Oct-Mar
794,Rajarani Temple,Odisha,Historical,8.3311,Oct-Mar
795,Ekaterini Kanan,Odisha,Nature,6.5448,Jul-Sep
796,Konark Sun Temple Museum,Odisha,Education,9.1159,Oct-Mar
797,Chandrabhaga Beach,Odisha,Beach,9.2965,Mar-Jun
798,Puri Golden Beach,Odisha,Beach,8.1917,Mar-Jun
799,Swargadwar Beach,Odisha,Religious,8.5876,Oct-Mar
800,Chilika Lake (Mangalajodi),Odisha,Wildlife,9.2675,Nov-Feb
801,Chilika Lake (Satapada Dolphin Point),Odisha,Nature,8.6195,Jul-Sep
802,Pipili Village,Odisha,Culture,6.9495,Oct-Mar
803,Raghurajpur Artist Village,Odisha,Culture,8.2252,Oct-Mar
804,Sakshi Gopal Temple,Odisha,Religious,8.3169,Oct-Mar
805,Gopalpur Beach,Odisha,Beach,7.7672,Mar-Jun
806,Tara Tarini Hill Shrine,Odisha,Religious,8.7074,Oct-Mar
807,Tampara Lake,Odisha,Leisure,9.3033,Oct-Mar
808,Rushikulya Turtle Nesting Site,Odisha,Wildlife,9.2768,Nov-Feb
809,Daringbadi (Odisha's Kashmir),Odisha,Hill Station,7.8476,Mar-Jun
810,Simlipal National Park,Odisha,Wildlife,6.8312,Nov-Feb
811,Barehipani Falls,Odisha,Nature,9.4552,Jul-Sep
812,Khiching Temple,Odisha,Religious,9.0158,Oct-Mar
813,Baripada Jagannath Temple,Odisha,Religious,6.8656,Oct-Mar
814,Chandipur Sea Beach,Odisha,Beach,9.2625,Mar-Jun
815,Panchalingeshwar Temple,Odisha,Religious,9.1092,Oct-Mar
816,Bhitarkanika Mangroves,Odisha,Wildlife,8.0523,Nov-Feb
817,Gahirmatha Marine Sanctuary,Odisha,Wildlife,8.2704,Nov-Feb
818,Hirakud Dam,Odisha,Engineering,7.6915,Oct-Mar
819,Samaleswari Temple,Odisha,Religious,6.6552,Oct-Mar
820,Debrigarh Wildlife Sanctuary,Odisha,Wildlife,7.4994,Nov-Feb
821,Leaning Temple of Huma,Odisha,Historical,8.9073,Oct-Mar
822,Khandadhar Falls,Odisha,Nature,6.5043,Jul-Sep
823,Ghatgaon Tarini Temple,Odisha,Religious,7.4943,Oct-Mar
824,Gupteswar Cave,Odisha,Religious,7.689,Oct-Mar
825,Duduma Waterfall,Odisha,Nature,8.1082,Jul-Sep
826,Kolab Dam,Odisha,Leisure,9.2596,Oct-Mar
827,Tribal Museum Koraput,Odisha,Culture,7.533,Oct-Mar
828,Sunabeda Aero Engine Factory,Odisha,Education,7.5348,Oct-Mar
829,Kapilash Temple,Odisha,Religious,8.7106,Oct-Mar
830,Saptasajya Hill,Odisha,Nature,7.8517,Jul-Sep
831,Mahima Gadi,Odisha,Religious,7.1665,Oct-Mar
832,Cuttack Maritime Museum,Odisha,Education,7.8524,Oct-Mar
833,Netaji Birthplace Museum,Odisha,Historical,6.9144,Oct-Mar
834,Barabati Fort Ruins,Odisha,Historical,7.0213,Oct-Mar
835,Dhabaleswar Island Temple,Odisha,Religious,7.9907,Oct-Mar
836,Ratnagiri Buddhist Excavations,Odisha,Historical,7.7515,Oct-Mar
837,Udayagiri Buddhist Monastery,Odisha,Historical,9.2445,Oct-Mar
838,Lalitgiri Stupa,Odisha,Historical,7.5813,Oct-Mar
839,Biraja Temple,Odisha,Religious,8.2382,Oct-Mar
840,Gangtok MG Marg,Sikkim,Shopping,8.3938,Oct-Mar
841,Tsomgo Lake (Changu Lake),Sikkim,Nature,6.5297,Jul-Sep
842,Baba Harbhajan Singh Mandir,Sikkim,Religious,8.4879,Oct-Mar
843,Nathu La Pass Border,Sikkim,Adventure,7.0263,Apr-Jun
844,Enchey Monastery,Sikkim,Religious,9.3837,Oct-Mar
845,Namgyal Institute of Tibetology,Sikkim,Education,6.9379,Oct-Mar
846,Ban Jhakri Falls,Sikkim,Nature,7.7386,Jul-Sep
847,Ganesh Tok Viewpoint,Sikkim,Nature,6.7473,Jul-Sep
848,Hanuman Tok,Sikkim,Religious,9.4914,Oct-Mar
849,Tashi Viewpoint,Sikkim,Nature,8.0022,Jul-Sep
850,Rumtek Dharma Chakra Centre,Sikkim,Religious,8.2827,Oct-Mar
851,Zuluk Silk Route,Sikkim,Adventure,6.6922,Apr-Jun
852,Kupup Elephant Lake,Sikkim,Nature,8.7481,Jul-Sep
853,Pelling Skywalk,Sikkim,Adventure,7.1222,Apr-Jun
854,Rabdentse Ruins,Sikkim,Historical,9.1939,Oct-Mar
855,Sangachoeling Monastery,Sikkim,Religious,7.1079,Oct-Mar
856,Pemayangtse Monastery,Sikkim,Religious,7.0644,Oct-Mar
857,Khecheopalri Wish-Fulfilling Lake,Sikkim,Religious,6.6003,Oct-Mar
858,Kanchenjunga Falls,Sikkim,Nature,7.9115,Jul-Sep
859,Rimbi Orange Garden,Sikkim,Nature,8.1908,Jul-Sep
860,Singshore Bridge,Sikkim,Engineering,6.6881,Oct-Mar
861,Lachung Village,Sikkim,Nature,8.8251,Jul-Sep
862,Yumthang Valley of Flowers,Sikkim,Nature,7.855,Jul-Sep
863,Zero Point (Yumesamdong),Sikkim,Adventure,8.069,Apr-Jun
864,Lachen Village,Sikkim,Nature,7.8172,Jul-Sep
865,Gurudongmar Sacred Lake,Sikkim,Nature,7.6968,Jul-Sep
866,Thangu Valley,Sikkim,Nature,8.1751,Jul-Sep
867,Chopta Valley,Sikkim,Nature,6.9577,Jul-Sep
868,Namchi Chardham (Siddheshwar Dham),Sikkim,Religious,7.038,Oct-Mar
869,Samdruptse Statue,Sikkim,Religious,9.0848,Oct-Mar
870,Temi Tea Garden,Sikkim,Nature,9.3386,Jul-Sep
871,Ravangla Buddha Park (Tathagata Tsal),Sikkim,Religious,7.6142,Oct-Mar
872,Bon Monastery,Sikkim,Religious,7.3054,Oct-Mar
873,Maenam Wildlife Sanctuary,Sikkim,Wildlife,8.4291,Nov-Feb
874,Yuksom Coronation Site,Sikkim,Historical,7.7208,Oct-Mar
875,Dubdi Monastery,Sikkim,Religious,6.5667,Oct-Mar
876,Tashiding Monastery,Sikkim,Religious,6.9604,Oct-Mar
877,Varsey Rhododendron Sanctuary,Sikkim,Nature,8.6458,Jul-Sep
878,Goechala Trek Base,Sikkim,Adventure,8.474,Apr-Jun
879,Ziro Pine Grove,Arunachal Pradesh,Nature,6.5719,Jul-Sep
880,Talley Valley Wildlife Sanctuary,Arunachal Pradesh,Wildlife,7.1586,Nov-Feb
881,Meghna Cave Temple,Arunachal Pradesh,Religious,7.186,Oct-Mar
882,Tawang War Memorial,Arunachal Pradesh,Historical,8.5131,Oct-Mar
883,Sela Pass,Arunachal Pradesh,Nature,6.5497,Jul-Sep
884,Madhuri Lake (Sangetsar),Arunachal Pradesh,Nature,6.8037,Jul-Sep
885,Nuranang Falls (Bong Bong Falls),Arunachal Pradesh,Nature,8.8985,Jul-Sep
886,Bum La Pass Border,Arunachal Pradesh,Adventure,7.0278,Apr-Jun
887,P.T. Tso Lake,Arunachal Pradesh,Nature,8.4554,Jul-Sep
888,Gorichen Peak,Arunachal Pradesh,Adventure,7.2074,Apr-Jun
889,Bomdila Monastery,Arunachal Pradesh,Religious,6.7897,Oct-Mar
890,Eaglenest Wildlife Sanctuary,Arunachal Pradesh,Wildlife,7.2224,Nov-Feb
891,Dirang Valley,Arunachal Pradesh,Nature,8.6647,Jul-Sep
892,Sangti Valley,Arunachal Pradesh,Nature,9.0664,Jul-Sep
893,Itanagar Ita Fort,Arunachal Pradesh,Historical,8.9897,Oct-Mar
894,Jawaharlal Nehru State Museum,Arunachal Pradesh,Education,7.686,Oct-Mar
895,Geker Sinying (Ganga Lake),Arunachal Pradesh,Nature,8.5016,Jul-Sep
896,Namdapha National Park,Arunachal Pradesh,Wildlife,7.1074,Nov-Feb
897,Pakhui (Pakke) Tiger Reserve,Arunachal Pradesh,Wildlife,7.3728,Nov-Feb
898,Bhalukpong River Side,Arunachal Pradesh,Nature,9.1888,Jul-Sep
899,Roing Mayudia Pass,Arunachal Pradesh,Adventure,6.5295,Apr-Jun
900,Dong Village (First Sunrise),Arunachal Pradesh,Adventure,6.7477,Apr-Jun
901,Vishnupad Temple,Bihar,Religious,7.1162,Oct-Mar
902,Barabar Caves,Bihar,Historical,6.5702,Oct-Mar
903,Sher Shah Suri Tomb,Bihar,Historical,7.0365,Oct-Mar
904,Rohtasgarh Fort,Bihar,Historical,8.2456,Oct-Mar
905,Pawapuri Jain Temple,Bihar,Religious,7.759,Oct-Mar
906,Hiuen Tsang Memorial Hall,Bihar,Education,9.1777,Oct-Mar
907,Rajgir Glass Bridge,Bihar,Adventure,8.9513,Apr-Jun
908,Vishwa Shanti Stupa,Bihar,Religious,7.5194,Oct-Mar
909,Vulture's Peak (Gridhakuta),Bihar,Historical,7.2713,Oct-Mar
910,Bimbisara Jail,Bihar,Historical,7.6334,Oct-Mar
911,Cyclopean Wall,Bihar,Historical,8.2674,Oct-Mar
912,Ghora Katora Lake,Bihar,Nature,7.2973,Jul-Sep
913,Vikramshila University Ruins,Bihar,Historical,8.3693,Oct-Mar
914,Dolphin Sanctuary,Bihar,Wildlife,7.7229,Nov-Feb
915,Valmiki National Park,Bihar,Wildlife,8.1523,Nov-Feb
916,Kesaria Stupa,Bihar,Historical,7.8033,Oct-Mar
917,Patna Museum,Bihar,Education,7.3768,Oct-Mar
918,Golghar,Bihar,Historical,9.3457,Oct-Mar
919,Takhat Sri Patna Sahib,Bihar,Religious,8.7892,Oct-Mar
920,Sanjay Gandhi Biological Park,Bihar,Wildlife,6.9121,Nov-Feb
921,Bihar Museum,Bihar,Culture,9.1049,Oct-Mar
922,Maner Sharif Dargah,Bihar,Religious,7.9577,Oct-Mar
923,Kakolat Waterfall,Bihar,Nature,9.1834,Jul-Sep
924,Munger Fort,Bihar,Historical,8.8983,Oct-Mar
925,Jalmandir,Bihar,Religious,7.7704,Oct-Mar
926,Indira Gandhi Tulip Garden,Jammu & Kashmir,Nature,6.558,Jul-Sep
927,Pari Mahal,Jammu & Kashmir,Historical,7.2992,Oct-Mar
928,Shankaracharya Temple,Jammu & Kashmir,Religious,8.1209,Oct-Mar
929,Chashme Shahi,Jammu & Kashmir,Nature,8.3974,Jul-Sep
930,Hazratbal Shrine,Jammu & Kashmir,Religious,7.2667,Oct-Mar
931,Dachigam National Park,Jammu & Kashmir,Wildlife,6.9098,Nov-Feb
932,Aru Valley,Jammu & Kashmir,Nature,9.0039,Jul-Sep
933,Betaab Valley,Jammu & Kashmir,Nature,9.4539,Jul-Sep
934,Chandanwari,Jammu & Kashmir,Nature,8.0729,Jul-Sep
935,Baisaran Valley (Mini Switzerland),Jammu & Kashmir,Nature,7.0072,Jul-Sep
936,Sheshnag Lake,Jammu & Kashmir,Nature,7.3101,Jul-Sep
937,Martand Sun Temple Ruins,Jammu & Kashmir,Historical,6.5457,Oct-Mar
938,Khilanmarg,Jammu & Kashmir,Adventure,9.2428,Apr-Jun
939,Alpathar Lake,Jammu & Kashmir,Nature,6.8448,Jul-Sep
940,Apharwat Peak,Jammu & Kashmir,Adventure,8.2259,Apr-Jun
941,Wular Lake,Jammu & Kashmir,Nature,7.3154,Jul-Sep
942,Manasbal Lake,Jammu & Kashmir,Nature,8.1587,Jul-Sep
943,Sonamarg Glaciers,Jammu & Kashmir,Nature,8.4514,Jul-Sep
944,Thajiwas Glacier,Jammu & Kashmir,Adventure,8.9883,Apr-Jun
945,Zoji La Pass,Jammu & Kashmir,Adventure,7.1118,Apr-Jun
946,Kishansar Lake,Jammu & Kashmir,Nature,6.5234,Jul-Sep
947,Yusmarg,Jammu & Kashmir,Nature,6.9024,Jul-Sep
948,Doodhpathri,Jammu & Kashmir,Nature,9.1999,Jul-Sep
949,Verinag Spring,Jammu & Kashmir,Nature,9.1212,Jul-Sep
950,Aharbal Waterfall,Jammu & Kashmir,Nature,8.2888,Jul-Sep
951,Leh Palace,Ladakh,Historical,8.2982,Oct-Mar
952,Shanti Stupa Leh,Ladakh,Religious,8.4924,Oct-Mar
953,Magnetic Hill,Ladakh,Nature,7.0183,Jul-Sep
954,Sangam Point (Indus & Zanskar),Ladakh,Nature,9.2432,Jul-Sep
955,Hall of Fame,Ladakh,Historical,7.751,Oct-Mar
956,Spituk Monastery,Ladakh,Religious,7.6438,Oct-Mar
957,Thiksey Monastery,Ladakh,Religious,8.0525,Oct-Mar
958,Stakna Monastery,Ladakh,Religious,6.6317,Oct-Mar
959,Shey Monastery,Ladakh,Religious,6.9909,Oct-Mar
960,Alchi Monastery,Ladakh,Religious,8.7122,Oct-Mar
961,Likir Monastery,Ladakh,Religious,6.7396,Oct-Mar
962,Lamayuru Moonland,Ladakh,Nature,8.3061,Jul-Sep
963,Diskit Monastery,Ladakh,Religious,7.2289,Oct-Mar
964,Hunder Sand Dunes,Ladakh,Nature,7.6623,Jul-Sep
965,Turtuk Village,Ladakh,Culture,7.3594,Oct-Mar
966,Panamik Hot Springs,Ladakh,Nature,7.5611,Jul-Sep
967,Tso Moriri Lake,Ladakh,Nature,8.655,Jul-Sep
968,Tso Kar Lake,Ladakh,Nature,7.3848,Jul-Sep
969,Khardung La Pass,Ladakh,Adventure,8.1955,Apr-Jun
970,Chang La Pass,Ladakh,Adventure,7.9235,Apr-Jun
971,Zanskar Valley,Ladakh,Adventure,8.4883,Apr-Jun
972,Phugtal Monastery,Ladakh,Religious,9.3107,Oct-Mar
973,Rangdum Monastery,Ladakh,Religious,8.6957,Oct-Mar
974,Shinku La Pass,Ladakh,Adventure,7.1374,Apr-Jun
975,Drass War Memorial,Ladakh,Historical,6.5842,Oct-Mar
976,Mulbekh Monastery,Ladakh,Religious,7.2799,Oct-Mar
977,Suru Valley,Ladakh,Nature,8.2818,Jul-Sep
978,Sukhna Wildlife Sanctuary,Chandigarh,Wildlife,6.6451,Nov-Feb
979,Le Corbusier Centre,Chandigarh,Culture,7.9846,Oct-Mar
980,Open Hand Monument,Chandigarh,Historical,8.2871,Oct-Mar
981,Rose Garden,Chandigarh,Nature,7.4966,Jul-Sep
982,Pinjore Gardens (Yadavindra),Haryana,Nature,8.8112,Jul-Sep
983,Morni Hills,Haryana,Hill Station,6.8112,Mar-Jun
984,Tikkar Taal,Haryana,Leisure,6.7165,Oct-Mar
985,Kurukshetra Brahma Sarovar,Haryana,Religious,8.6826,Oct-Mar
986,Jyotisar Birthplace of Gita,Haryana,Religious,7.982,Oct-Mar
987,Sheikh Chilli's Tomb,Haryana,Historical,8.5628,Oct-Mar
988,Sultanpur Bird Sanctuary,Haryana,Wildlife,7.7994,Nov-Feb
989,Heritage Transport Museum,Haryana,Culture,7.2321,Oct-Mar
990,Kingdom of Dreams,Haryana,Leisure,8.9563,Oct-Mar
991,Cyber Hub,Haryana,Leisure,8.897,Oct-Mar
992,Leisure Valley Park,Haryana,Nature,8.5817,Jul-Sep
993,Surajkund Lake,Haryana,Historical,7.3096,Oct-Mar
994,Badkhal Lake,Haryana,Nature,8.2672,Jul-Sep
995,Damdama Lake,Haryana,Adventure,7.577,Apr-Jun
996,Sohna Hot Springs,Haryana,Nature,6.766,Jul-Sep
997,Raja Nahar Singh Palace,Haryana,Historical,9.2519,Oct-Mar
998,Tilyar Lake,Haryana,Leisure,6.9022,Oct-Mar
999,Star Monument,Haryana,Historical,9.351,Oct-Mar
1000,Loharu Fort,Haryana,Historical,7.833,Oct-Mar
1001,Gobindgarh Fort,Punjab,Historical,7.0477,Oct-Mar
1002,Durgiana Temple,Punjab,Religious,8.1217,Oct-Mar
1003,Partition Museum,Punjab,Education,9.1183,Oct-Mar
1004,Ram Bagh Gardens,Punjab,Nature,8.6947,Jul-Sep
1005,Harike Wetland,Punjab,Wildlife,8.9185,Nov-Feb
1006,Qila Mubarak,Punjab,Historical,8.4736,Oct-Mar
1007,Rose Garden Bathinda,Punjab,Nature,8.5744,Jul-Sep
1008,Chetak Park,Punjab,Leisure,9.0468,Oct-Mar
1009,Virasat-e-Khalsa,Punjab,Culture,7.2419,Oct-Mar
1010,Takht Sri Keshgarh Sahib,Punjab,Religious,7.9637,Oct-Mar
1011,Anandpur Sahib Fort,Punjab,Historical,7.1563,Oct-Mar
1012,Fatehgarh Sahib Gurudwara,Punjab,Religious,9.4637,Oct-Mar
1013,Aam Khas Bagh,Punjab,Historical,9.3324,Oct-Mar
1014,Sanghol Buddhist Stupa,Punjab,Historical,6.609,Oct-Mar
1015,Rock Garden Ludhiana,Punjab,Nature,8.6145,Jul-Sep
1016,Maharaja Ranjit Singh War Museum,Punjab,Education,9.2758,Oct-Mar
1017,Nehru Rose Garden,Punjab,Nature,7.0339,Jul-Sep
1018,Tiger Safari Ludhiana,Punjab,Wildlife,8.2001,Nov-Feb
1019,Hardy’s World,Punjab,Leisure,9.2464,Oct-Mar
1020,Pushpa Gujral Science City,Punjab,Education,6.5925,Oct-Mar
1021,Jagatjit Palace,Punjab,Historical,8.5899,Oct-Mar
1022,Moorish Mosque,Punjab,Religious,7.3855,Oct-Mar
1023,Shalimar Gardens Kapurthala,Punjab,Nature,9.2732,Jul-Sep
1024,Wonderland Theme Park,Punjab,Leisure,9.4137,Oct-Mar
1025,Devi Talab Mandir,Punjab,Religious,9.3331,Oct-Mar
1026,Jang-e-Azadi Memorial,Punjab,Culture,7.918,Oct-Mar
1027,Rangla Punjab,Punjab,Culture,9.0855,Oct-Mar
1028,Science City Kapurthala,Punjab,Education,9.0329,Oct-Mar
1029,Qila Mubarak Patiala,Punjab,Historical,7.451,Oct-Mar
1030,Sheesh Mahal Patiala,Punjab,Historical,8.9858,Oct-Mar
1031,Moti Bagh Palace,Punjab,Historical,6.6017,Oct-Mar
1032,Baradari Gardens,Punjab,Nature,8.2854,Jul-Sep
1033,Gurudwara Dukh Niwan Sahib,Punjab,Religious,7.1828,Oct-Mar
1034,Bahadurgarh Fort,Punjab,Historical,6.8533,Oct-Mar
1035,Shahpur Kandi Fort,Punjab,Historical,6.722,Oct-Mar
1036,Mukteshwar Mahadev,Punjab,Religious,8.5865,Oct-Mar
1037,Ranjit Sagar Dam,Punjab,Leisure,7.5135,Oct-Mar
1038,Kathgarh Temple,Punjab,Religious,8.6722,Oct-Mar
1039,Mussorie Lake,Uttarakhand,Leisure,6.6871,Oct-Mar
1040,Kempty Falls,Uttarakhand,Nature,7.4395,Jul-Sep
1041,George Everest's House,Uttarakhand,Historical,8.1145,Oct-Mar
1042,Lal Tibba,Uttarakhand,Nature,8.8708,Jul-Sep
1043,Gun Hill,Uttarakhand,Leisure,7.4499,Oct-Mar
1044,Cloud’s End,Uttarakhand,Nature,8.3746,Jul-Sep
1045,Company Garden,Uttarakhand,Leisure,9.1576,Oct-Mar
1046,Camel's Back Road,Uttarakhand,Nature,8.3444,Jul-Sep
1047,Jhari Pani Falls,Uttarakhand,Nature,7.1916,Jul-Sep
1048,Mossy Falls,Uttarakhand,Nature,6.5638,Jul-Sep
1049,Benog Wildlife Sanctuary,Uttarakhand,Wildlife,9.1098,Nov-Feb
1050,Mindrolling Stupa,Uttarakhand,Religious,6.5543,Oct-Mar
1051,Shikhar Fall,Uttarakhand,Nature,9.1236,Jul-Sep
1052,Lachhiwala,Uttarakhand,Leisure,8.0827,Oct-Mar
1053,Maldevta,Uttarakhand,Nature,9.3174,Jul-Sep
1054,Santala Devi Temple,Uttarakhand,Religious,8.8951,Oct-Mar
1055,Khalanga War Memorial,Uttarakhand,Historical,9.4946,Oct-Mar
1056,Guru Ram Rai Darbar,Uttarakhand,Religious,7.5461,Oct-Mar
1057,Tibetan Buddhist Temple,Uttarakhand,Religious,8.8,Oct-Mar
1058,Chew Valley,Uttarakhand,Nature,7.7003,Jul-Sep
1059,Kimadi Road Viewpoint,Uttarakhand,Nature,7.935,Jul-Sep
1060,George Everest Peak,Uttarakhand,Adventure,8.3794,Apr-Jun
1061,Asan Barrage,Uttarakhand,Wildlife,9.1206,Nov-Feb
1062,Rishikesh Rafting Point,Uttarakhand,Adventure,9.4529,Apr-Jun
1063,Triveni Ghat Aarti,Uttarakhand,Religious,8.8032,Oct-Mar
1064,Neer Garh Waterfall,Uttarakhand,Nature,7.748,Jul-Sep
1065,Beatles Ashram,Uttarakhand,Culture,7.7588,Oct-Mar
1066,Parmarth Niketan,Uttarakhand,Religious,8.7108,Oct-Mar
1067,Ram Jhula,Uttarakhand,Historical,7.2092,Oct-Mar
1068,Jumpin Heights,Uttarakhand,Adventure,6.8229,Apr-Jun
1069,Shivpuri Camping,Uttarakhand,Adventure,7.5579,Apr-Jun
1070,Vashishta Gufa,Uttarakhand,Religious,7.3551,Oct-Mar
1071,Kunjapuri Temple,Uttarakhand,Religious,7.3824,Oct-Mar
1072,Kaudiyala,Uttarakhand,Adventure,7.1936,Apr-Jun
1073,Chilla Range Wildlife,Uttarakhand,Wildlife,6.617,Nov-Feb
1074,Crystal World,Uttarakhand,Leisure,6.5441,Oct-Mar
1075,Bharat Mata Mandir,Uttarakhand,Religious,9.4639,Oct-Mar
1076,Shanti Kunj,Uttarakhand,Religious,7.7781,Oct-Mar
1077,Pawan Dham,Uttarakhand,Religious,7.6473,Oct-Mar
1078,Bhimgoda Kund,Uttarakhand,Religious,8.5364,Oct-Mar
1079,Sapt Rishi Ashram,Uttarakhand,Religious,7.1474,Oct-Mar
1080,Sati Kund,Uttarakhand,Religious,9.3502,Oct-Mar
1081,Nanda Devi Peak,Uttarakhand,Nature,8.8576,Jul-Sep
1082,Nanda Devi Temple,Uttarakhand,Religious,6.7595,Oct-Mar
1083,Lakhudiyar Caves,Uttarakhand,Historical,7.7475,Oct-Mar
1084,Bright End Corner,Uttarakhand,Nature,9.1369,Jul-Sep
1085,Martola,Uttarakhand,Nature,9.3345,Jul-Sep
1086,Kalimat,Uttarakhand,Nature,7.8974,Jul-Sep
1087,Simtola,Uttarakhand,Nature,8.337,Jul-Sep
1088,Govind Vallabh Pant Museum,Uttarakhand,Education,6.9932,Oct-Mar
1089,Chitai Golu Devta Temple,Uttarakhand,Religious,9.4743,Oct-Mar
1090,Patal Bhuvaneshwar Cave,Uttarakhand,Religious,7.1878,Oct-Mar
1091,Berinag Tea Gardens,Uttarakhand,Nature,9.3284,Jul-Sep
1092,Dharchula,Uttarakhand,Adventure,8.4461,Apr-Jun
1093,Askot Musk Deer Sanctuary,Uttarakhand,Wildlife,8.3199,Nov-Feb
1094,Jauljibi,Uttarakhand,Culture,8.0338,Oct-Mar
1095,Milam Glacier,Uttarakhand,Adventure,7.1848,Apr-Jun
1096,Ralam Glacier,Uttarakhand,Adventure,7.0218,Apr-Jun
1097,Madkot Hot Springs,Uttarakhand,Nature,7.1541,Jul-Sep
1098,Betulidhar,Uttarakhand,Nature,7.0516,Jul-Sep
1099,Maheshwari Kund,Uttarakhand,Nature,8.8373,Jul-Sep
1100,Thamri Kund,Uttarakhand,Nature,7.5444,Jul-Sep
1101,Bhangarh Haunted Fort,Rajasthan,Historical,6.6644,Oct-Mar
1102,Sariska Palace,Rajasthan,Historical,9.4078,Oct-Mar
1103,Pandupol Hanuman Temple,Rajasthan,Religious,9.151,Oct-Mar
1104,Siliserh Lake Palace,Rajasthan,Leisure,9.2833,Oct-Mar
1105,Moosi Maharani Ki Chhatri,Rajasthan,Historical,9.4855,Oct-Mar
1106,Bala Quila Fort,Rajasthan,Historical,7.0138,Oct-Mar
1107,Neelkanth Mahadev Temple,Rajasthan,Religious,7.6832,Oct-Mar
1108,Garwaji Waterfall,Rajasthan,Nature,8.773,Jul-Sep
1109,Vinay Vilas Mahal,Rajasthan,Historical,8.5857,Oct-Mar
1110,Fateh Jung Gumbad,Rajasthan,Historical,6.9536,Oct-Mar
1111,Bikaner Camel Research Centre,Rajasthan,Science,8.9464,Oct-Mar
1112,Lallgarh Palace,Rajasthan,Historical,7.166,Oct-Mar
1113,Gajner Lake & Palace,Rajasthan,Nature,7.1641,Jul-Sep
1114,Rampuria Havelis,Rajasthan,Historical,8.1069,Oct-Mar
1115,Bhandasar Jain Temple,Rajasthan,Religious,8.2754,Oct-Mar
1116,Seth Bhandasar Jain Temple,Rajasthan,Religious,8.2367,Oct-Mar
1117,Devi Kund Sagar,Rajasthan,Historical,6.7657,Oct-Mar
1118,Kodamdeswar Temple,Rajasthan,Religious,9.1319,Oct-Mar
1119,Sadul Singh Museum,Rajasthan,Culture,7.2899,Oct-Mar
1120,Bikaner Old City Food Street,Rajasthan,Cuisine,6.8802,Oct-Mar
1121,Johari Bazaar,Rajasthan,Shopping,9.1659,Oct-Mar
1122,Bapu Bazaar,Rajasthan,Shopping,9.3673,Oct-Mar
1123,Panna Meena Ka Kund,Rajasthan,Historical,9.0858,Oct-Mar
1124,Sisodia Rani Garden,Rajasthan,Nature,8.9274,Jul-Sep
1125,Vidyadhar Garden,Rajasthan,Nature,8.4629,Jul-Sep
1126,Central Park Jaipur,Rajasthan,Leisure,8.1487,Oct-Mar
1127,Amrapali Museum,Rajasthan,Culture,6.7522,Oct-Mar
1128,Anokhi Museum of Hand Printing,Rajasthan,Culture,7.72,Oct-Mar
1129,World Trade Park Mall,Rajasthan,Shopping,7.6123,Oct-Mar
1130,Masala Chowk,Rajasthan,Cuisine,7.2723,Oct-Mar
1131,Amer Elephant Village,Rajasthan,Wildlife,8.6682,Nov-Feb
